id,source_id,query,gold,predicted,precision,recall,f1,em,duration,error
16,WebQTrn-60,"Which country in Africa, founded before 1992, has a population of more than 284,000, an area of less than 1 million square kilometers, and is headquartered in Maputo, where Portuguese is spoken?",['Q1029'],[],0.0,0.0,0.0,0.0,323.90310072898865,
17,WebQTrn-60,"Which country in Africa, founded after 1968, has a population of more than 284,000, an area of less than 1.0 million square kilometers, and is headquartered in Maputo, where Portuguese is spoken?",['Q1029'],[],0.0,0.0,0.0,0.0,466.852516412735,
18,WebQTrn-60,"Which country in Africa, founded after 1968, has a population of less than 15.7 million, an area of more than 9.5 thousand square kilometers, and is headquartered in Maputo, where Portuguese is spoken?",['Q1029'],[],0.0,0.0,0.0,0.0,401.3337388038635,
19,WebQTrn-60,"Which country in Africa, founded after 1968, has a population of less than 15.7 million, an area of less than 36.1 thousand square kilometers, and where Portuguese is spoken?",['Q1039'],[],0.0,0.0,0.0,0.0,410.97438764572144,
20,WebQTrn-69,Which American television sitcom did Joey Lawrence play in that has a runtime of less than 32.5 minutes?,['Q821153'],['Q821153'],1.0,1.0,1.0,1.0,250.32418203353882,
21,WebQTrn-69,Which American television sitcom starring Melinda Culea features Joey Lawrence?,['Q821153'],['Q821153'],1.0,1.0,1.0,1.0,337.9649419784546,
22,WebQTrn-69,Which TV show starring Chuck Norris received the Genesis Award?,['Q728443'],['Q728443'],1.0,1.0,1.0,1.0,96.94630169868469,
23,WebQTrn-69,Which action television series featuring Joey Lawrence received the Genesis Award?,['Q728443'],['Q728443'],1.0,1.0,1.0,1.0,91.00407457351685,
24,WebQTrn-69,Which TV show featuring Joey Lawrence received the Genesis Award and has a runtime longer than 32.5 minutes?,['Q728443'],['Q728443'],1.0,1.0,1.0,1.0,123.60518383979797,
25,WebQTrn-80,"Which individual who was born after 1760, died before 1903, and held French citizenship inspired Vincent van Gogh?",['Q148458'],"['Q241098', 'Q61064', 'Q3052902', 'Q708482']",0.0,0.0,0.0,0.0,329.0538091659546,
26,WebQTrn-80,"Which person who was born before 1839, died after 1849, and had French citizenship inspired Vincent van Gogh?",['Q148458'],"['Q241098', 'Q61064', 'Q708482', 'Q3052902']",0.0,0.0,0.0,0.0,273.2867805957794,
27,WebQTrn-80,Which diplomat born before 1839 and who died before 1888 inspired Vincent van Gogh?,['Q5599'],[],0.0,0.0,0.0,0.0,420.2969722747803,
28,WebQTrn-80,Which diplomat who died before 1903 and was born before 1822 inspired Vincent van Gogh?,['Q5599'],"['Q502', 'Q52960', 'Q562', 'Q68529', 'Q83761', 'Q101473', 'Q78823', 'Q95650', 'Q113821', 'Q155127', 'Q88999', 'Q102582', 'Q84715', 'Q1798', 'Q77548', 'Q89171', 'Q114424', 'Q11806', 'Q82649', 'Q11813', 'Q76150', 'Q94608', 'Q117675', 'Q116032', 'Q116759', 'Q125094', 'Q126759', 'Q102423', 'Q98602', 'Q120698', 'Q101430', 'Q63362', 'Q138465', 'Q66649', 'Q1331', 'Q78054', 'Q42827', 'Q121120', 'Q104108', 'Q86499', 'Q94681', 'Q124364', 'Q95419', 'Q89546', 'Q60348', 'Q104070', 'Q11816', 'Q34969', 'Q126816', 'Q100931', 'Q80847', 'Q107212', 'Q111628', 'Q1327', 'Q78676', 'Q157107', 'Q25884', 'Q99592', 'Q70223', 'Q101453', 'Q46217', 'Q41414', 'Q89912', 'Q7726', 'Q112932', 'Q101266', 'Q68948', 'Q76363', 'Q132716', 'Q15001', 'Q5599', 'Q88858', 'Q113812', 'Q83321', 'Q122643', 'Q115995', 'Q87884', 'Q95298', 'Q88048', 'Q108835', 'Q106231', 'Q70425', 'Q103188', 'Q72820', 'Q97537', 'Q137460', 'Q106712', 'Q72532', 'Q60125', 'Q81678', 'Q123460', 'Q88679', 'Q121937', 'Q71716', 'Q118499', 'Q1402', 'Q75174', 'Q1328', 'Q33071', 'Q89315', 'Q89596', 'Q66953', 'Q11812', 'Q134024', 'Q138012', 'Q155956', 'Q89619', 'Q70310', 'Q98177', 'Q141710', 'Q8442', 'Q44601', 'Q92221', 'Q1399', 'Q73208', 'Q110299', 'Q101437', 'Q125057', 'Q115849', 'Q103625', 'Q123563', 'Q90561', 'Q56635', 'Q78053', 'Q129351', 'Q99163', 'Q50993', 'Q84618', 'Q158654', 'Q65248', 'Q61855', 'Q102041', 'Q101075', 'Q619', 'Q77415', 'Q67418', 'Q70855', 'Q104937', 'Q11820', 'Q26702', 'Q132330', 'Q123016', 'Q87581', 'Q77418', 'Q762', 'Q69339', 'Q68828', 'Q104035', 'Q93903', 'Q73679', 'Q78831', 'Q135430', 'Q151396', 'Q41337', 'Q95698', 'Q105226', 'Q84422', 'Q103437', 'Q118202', 'Q121457', 'Q84927', 'Q93794', 'Q151377', 'Q116019', 'Q89407', 'Q90957', 'Q77407', 'Q111640', 'Q7729', 'Q78833', 'Q153803', 'Q91087', 'Q138559', 'Q56705', 'Q11869', 'Q77259', 'Q78126', 'Q91613', 'Q45105', 'Q51706', 'Q86497', 'Q96143', 'Q6101', 'Q15462', 'Q89445', 'Q24211', 'Q110743', 'Q117855', 'Q48544', 'Q117637', 'Q69416', 'Q1333', 'Q138409', 'Q154959', 'Q133063', 'Q129348', 'Q86327', 'Q77015', 'Q29781', 'Q63386', 'Q123609', 'Q62565', 'Q82697', 'Q27357', 'Q75742', 'Q116793', 'Q43720', 'Q78146', 'Q106436', 'Q106822', 'Q158208', 'Q123554', 'Q38278', 'Q78802', 'Q76458', 'Q107539', 'Q142609', 'Q71172', 'Q89519', 'Q86331', 'Q17889', 'Q151098', 'Q85400', 'Q70892', 'Q77906', 'Q79148', 'Q81840', 'Q157324', 'Q106002', 'Q77888', 'Q7333', 'Q24530', 'Q37217', 'Q11815', 'Q24979', 'Q62118', 'Q130870', 'Q62775', 'Q101932', 'Q99511', 'Q70887', 'Q89835', 'Q116916', 'Q1786', 'Q117253', 'Q100311', 'Q29668', 'Q102137', 'Q138769', 'Q87030', 'Q108664', 'Q65219', 'Q86092', 'Q68334', 'Q45838', 'Q101363', 'Q73890', 'Q152835', 'Q72967', 'Q54019', 'Q66558', 'Q107253', 'Q9047', 'Q78673', 'Q62656', 'Q73432', 'Q128668', 'Q66493', 'Q70439', 'Q140106', 'Q60586', 'Q102323', 'Q75607', 'Q69731', 'Q23971', 'Q60958', 'Q103745', 'Q133896', 'Q111371', 'Q104771', 'Q70596', 'Q122386', 'Q63024', 'Q87095', 'Q95342', 'Q65460', 'Q49767', 'Q36742', 'Q74718', 'Q72553', 'Q112132', 'Q94364', 'Q45662', 'Q42544', 'Q45618', 'Q72540', 'Q68335', 'Q87331', 'Q61248', 'Q33517', 'Q61852', 'Q93948', 'Q107214', 'Q114754', 'Q101495', 'Q154751', 'Q116972', 'Q61276', 'Q61962', 'Q69057', 'Q97625', 'Q12325', 'Q77622', 'Q128764', 'Q97251', 'Q93394', 'Q4622', 'Q24631', 'Q86654', 'Q77166', 'Q67409', 'Q84999', 'Q70220', 'Q155961', 'Q104457', 'Q70326', 'Q71203', 'Q131691', 'Q79001', 'Q46329', 'Q45476', 'Q66942', 'Q5879', 'Q97466']",0.0029940119760479044,1.0,0.005970149253731344,0.0,207.50144743919373,
29,WebQTrn-80,"Which artist who was born before 1822, died before 1903, and had citizenship in the Spanish Netherlands inspired Vincent van Gogh?",['Q5599'],[],0.0,0.0,0.0,0.0,377.3338851928711,
30,WebQTrn-102,Which literary award won by Louis Sachar was founded after 1970 in Estonia?,['Q12371750'],"['Q400302', 'Q622646', 'Q522812', 'Q637593', 'Q638384', 'Q625590', 'Q282457', 'Q692397', 'Q787473', 'Q633663', 'Q590618', 'Q210849', 'Q633727', 'Q957373', 'Q720114', 'Q618505', 'Q786320', 'Q438543', 'Q790945', 'Q639658', 'Q619207', 'Q38908', 'Q281977', 'Q558953', 'Q80193', 'Q633651', 'Q622824', 'Q719969', 'Q805790', 'Q256427', 'Q908543', 'Q614534', 'Q599281', 'Q720155', 'Q794028', 'Q975842', 'Q334757', 'Q653547', 'Q179928', 'Q619792', 'Q33172', 'Q629994', 'Q931955', 'Q918763', 'Q259023', 'Q634700', 'Q674964', 'Q304243', 'Q634667', 'Q977639', 'Q589979', 'Q477830', 'Q619373', 'Q239738', 'Q130770', 'Q618509', 'Q619386', 'Q774470', 'Q619362', 'Q505982', 'Q614509', 'Q805771', 'Q619796', 'Q859572', 'Q720149', 'Q534909', 'Q619804', 'Q671825', 'Q528712', 'Q720096', 'Q632906', 'Q525207', 'Q116014', 'Q619219', 'Q749124', 'Q595203', 'Q301179', 'Q968812', 'Q652831', 'Q186383', 'Q619225', 'Q919611', 'Q281764', 'Q278923', 'Q633642', 'Q494345', 'Q513558', 'Q720142', 'Q650698', 'Q979979', 'Q321774', 'Q913551', 'Q930601', 'Q625597', 'Q751633', 'Q980219', 'Q805695', 'Q736682', 'Q381258', 'Q527057', 'Q619406', 'Q720107', 'Q429031', 'Q641422', 'Q570013', 'Q606499', 'Q633678', 'Q619366', 'Q633687', 'Q738947', 'Q571961', 'Q303053', 'Q636588', 'Q842736', 'Q627630', 'Q222861', 'Q24317', 'Q602909', 'Q720092', 'Q976710', 'Q620846', 'Q484778', 'Q457723', 'Q387634', 'Q619377', 'Q163347', 'Q129594', 'Q60476', 'Q586030', 'Q580398', 'Q720130', 'Q568348', 'Q928652', 'Q501367']",0.0,0.0,0.0,0.0,309.2093188762665,
31,WebQTrn-102,"Which award has Louis Sachar won in a country founded after 1925, specifically Estonia?",['Q12371750'],"['Q400302', 'Q622646', 'Q522812', 'Q637593', 'Q638384', 'Q625590', 'Q282457', 'Q692397', 'Q191813', 'Q787473', 'Q129983', 'Q633663', 'Q843577', 'Q590618', 'Q210849', 'Q633727', 'Q957373', 'Q223373', 'Q581493', 'Q720114', 'Q618505', 'Q786320', 'Q438543', 'Q445002', 'Q790945', 'Q639658', 'Q619207', 'Q38908', 'Q281977', 'Q558953', 'Q80193', 'Q633651', 'Q622824', 'Q719969', 'Q805790', 'Q256427', 'Q908543', 'Q614534', 'Q599281', 'Q720155', 'Q794028', 'Q250804', 'Q975842', 'Q334757', 'Q619214', 'Q179928', 'Q619792', 'Q33172', 'Q653547', 'Q655542', 'Q629994', 'Q931955', 'Q918763', 'Q259023', 'Q634700', 'Q674964', 'Q304243', 'Q201391', 'Q634667', 'Q269016', 'Q589979', 'Q823031', 'Q977639', 'Q581794', 'Q477830', 'Q619373', 'Q239738', 'Q130770', 'Q509492', 'Q618509', 'Q673751', 'Q619386', 'Q126238', 'Q774470', 'Q619362', 'Q505982', 'Q614509', 'Q805771', 'Q619796', 'Q498583', 'Q726451', 'Q859572', 'Q720149', 'Q534909', 'Q619804', 'Q671825', 'Q304666', 'Q528712', 'Q720096', 'Q774639', 'Q632906', 'Q525207', 'Q220094', 'Q116014', 'Q619219', 'Q749124', 'Q571755', 'Q595203', 'Q45022', 'Q301179', 'Q730124', 'Q851567', 'Q968812', 'Q652831', 'Q631241', 'Q186383', 'Q619225', 'Q919611', 'Q281764', 'Q618519', 'Q278923', 'Q633642', 'Q719998', 'Q614592', 'Q494345', 'Q513558', 'Q720142', 'Q650698', 'Q890005', 'Q979979', 'Q321774', 'Q334690', 'Q913551', 'Q930601', 'Q625597', 'Q751633', 'Q980219', 'Q414674', 'Q805695', 'Q736682', 'Q630700', 'Q618514', 'Q877070', 'Q381258', 'Q527057', 'Q619406', 'Q619380', 'Q429031', 'Q641422', 'Q570013', 'Q720107', 'Q606499', 'Q633678', 'Q619366', 'Q633687', 'Q738947', 'Q571961', 'Q303053', 'Q928267', 'Q636588', 'Q842736', 'Q627630', 'Q222861', 'Q24317', 'Q602909', 'Q720092', 'Q976710', 'Q620846', 'Q484778', 'Q280374', 'Q457723', 'Q390920', 'Q387634', 'Q619377', 'Q163347', 'Q129594', 'Q60476', 'Q586030', 'Q580398', 'Q720130', 'Q938047', 'Q568348', 'Q928652', 'Q501367']",0.0,0.0,0.0,0.0,211.17390155792236,
32,WebQTrn-102,Which literary award won by Louis Sachar was founded after 1970 in the United States?,['Q24952722'],"['Q8334', 'Q2017', 'Q180', 'Q8340', 'Q7528', 'Q4585', 'Q8381', 'Q7240', 'Q357', 'Q8039', 'Q5828', 'Q2368', 'Q7527', 'Q312', 'Q461', 'Q7529', 'Q364', 'Q1136', 'Q866', 'Q95', 'Q412', 'Q356', 'Q2283', 'Q380', 'Q370', 'Q918', 'Q3884']",0.0,0.0,0.0,0.0,460.6483075618744,
33,WebQTrn-102,Which award won by Louis Sachar was established after 1925 and is associated with the United States?,['Q572316'],[],0.0,0.0,0.0,0.0,546.0315260887146,
34,WebQTrn-102,Which literary award has Louis Sachar won that was founded in the United States before 1970?,['Q572316'],[],0.0,0.0,0.0,0.0,496.8654041290283,
35,WebQTrn-115,Which comedy film starring Richard Steven Horvitz did Shawnee Smith appear in that was released before 2008 and has a runtime of less than 109.5 minutes?,['Q1518770'],['Q1518770'],1.0,1.0,1.0,1.0,173.53684878349304,
36,WebQTrn-115,"Which film starring Shawnee Smith, directed by Carl Reiner, was released before 2008, has a runtime of less than 109.5 minutes, and belongs to the comedy genre?",['Q1518770'],['Q1518770'],1.0,1.0,1.0,1.0,164.20528554916382,
37,WebQTrn-115,"Which film starring Richard Steven Horvitz and featuring Shawnee Smith was released before 2008, has a runtime longer than 92.5 minutes, and belongs to the comedy genre?",['Q1518770'],['Q1518770'],1.0,1.0,1.0,1.0,176.51993608474731,
38,WebQTrn-115,"Which horror film starring Shawnee Smith was released before 2008, has a runtime of less than 109.5 minutes?",['Q3660475'],"['Q3660475', 'Q957844', 'Q276392', 'Q486239', 'Q326319', 'Q270410', 'Q1518770', 'Q3282529']",0.125,1.0,0.2222222222222222,0.0,129.50218987464905,
39,WebQTrn-115,"Which film starring Shawnee Smith, directed by Toby Wilkins, was released after 1995, has a runtime of less than 109.5 minutes, and belongs to the horror genre?",['Q2287693'],['Q2287693'],1.0,1.0,1.0,1.0,148.2939748764038,
40,WebQTrn-124,Which documentary film directed by Angelina Jolie was released before 2018 and has a runtime of less than 136.25 minutes?,['Q19999917'],['Q19999917'],1.0,1.0,1.0,1.0,131.76254034042358,
41,WebQTrn-124,"Which drama film directed by Angelina Jolie, released before 2018, has a runtime longer than 85.75 minutes and a budget of more than $24 million?",['Q15146380'],['Q15146380'],1.0,1.0,1.0,1.0,185.29800510406494,
42,WebQTrn-124,"Which drama film directed by Angelina Jolie was released before 2018, has a runtime longer than 85.75 minutes, and a box office gross of more than $83.4 million?",['Q15146380'],['Q15146380'],1.0,1.0,1.0,1.0,169.7017867565155,
43,WebQTrn-124,"Which drama film directed by Angelina Jolie was released after 2010, has a runtime longer than 129.5 minutes, and a budget of more than $24 million?",['Q15146380'],['Q15146380'],1.0,1.0,1.0,1.0,162.88268613815308,
44,WebQTrn-124,"Which drama film directed by Angelina Jolie, released before 2018, has a runtime of more than 85.75 minutes and received the National Board of Review: Top Ten Films award?",['Q15146380'],['Q15146380'],1.0,1.0,1.0,1.0,175.50173616409302,
45,WebQTrn-134,"Which actor from the United Kingdom, born before 1992, has dated Taylor Swift and received a Laurence Olivier Award?",['Q295803'],['Q295803'],1.0,1.0,1.0,1.0,202.85998916625977,
46,WebQTrn-134,"Which actor born before 1992, who is a citizen of the United Kingdom and educated at the University of Cambridge, has dated Taylor Swift?",['Q295803'],[],0.0,0.0,0.0,0.0,451.0017557144165,
47,WebQTrn-134,"Which actor born after 1981, who is a United States citizen, is less than 1.89 meters tall, and is associated with pop music has dated Taylor Swift?",['Q191088'],[],0.0,0.0,0.0,0.0,526.5143430233002,
48,WebQTrn-134,"Which actor born before 1992, who is a citizen of the United States and has a height of less than 1.89 meters, has dated Taylor Swift?",['Q191088'],[],0.0,0.0,0.0,0.0,425.1033179759979,
49,WebQTrn-134,"Which actor born after 1981, who is a citizen of the United States and taller than 1.72 meters, has dated Taylor Swift?",['Q23359'],[],0.0,0.0,0.0,0.0,477.7075593471527,
50,WebQTrn-157,"Which male human, born before 1907, who was a businessperson and died before 1980, was elected president of the Philippines?",['Q535553'],['Q223419'],0.0,0.0,0.0,0.0,214.03959703445435,
